  -19.7499981      -8.96053886      -8.77331829               1
  -18.3780308      -7.94016933      -8.93431187               2
  -19.7358875      -7.89633989      -7.89621067               3
  -18.2352180      -8.88494968      -7.94417477               4
  -19.5007095      -8.98962879      -7.18396187               5
  -18.3567142      -7.89865446      -7.19769096               6
  -19.6349754      -8.07994652      -6.17475414               7
  -18.3095932      -8.82330704      -6.02086878               8
  -19.4961491      -8.84192181      -5.37241077               9
  -18.3194485      -7.97519970      -5.18964291              10
  -19.4769039      -7.87133980      -4.42126417              11
  -18.5013847      -8.77917576      -4.40152979              12
  -19.5602093      -8.77307701      -3.30268860              13
  -18.4060230      -8.02588749      -3.30523491              14
  -19.5332012      -7.87399292      -2.50454402              15
  -18.4938202      -8.81050968      -2.43458748              16
  -19.6681862      -8.86907673      -1.57005155              17
  -18.3723049      -8.02866745      -1.71752799              18
  -19.6422215      -8.05004692     -0.754044533              19
  -18.2463284      -8.72723770     -0.881830394              20
  -19.4786034      -8.84864330      0.154887557              21
  -18.4199142      -7.80400705      0.148192987              22
  -19.6701565      -8.07277966       1.18432951              23
  -18.4934998      -8.84978771       1.01524282              24
  -19.6668758      -8.72585487       1.95892465              25
  -18.3762913      -7.81770563       1.81502557              26
  -19.5215454      -7.86893797       2.94834590              27
  -18.4780159      -8.99524021       2.90653729              28
  -19.4895267      -8.81113720       3.82086730              29
  -18.2980022      -7.80016232       3.86657143              30
  -19.6800423      -8.00810337       4.60530472              31
  -18.3616428      -8.82266617       4.75379467              32
  -19.6263752      -8.74754715       5.48079538              33
  -18.3910065      -7.93880844       5.54037523              34
  -19.6638355      -8.04650116       6.34611607              35
  -18.3441277      -8.75927830       6.30991650              36
  -19.5896645      -8.85045624       7.48660898              37
  -18.2911377      -7.93362427       7.46722221              38
  -19.5625458      -7.84738731       8.14793015              39
  -18.4517994      -8.78558731       8.13912868              40
  -19.7227020      -7.11762381      -8.99909973              41
  -18.3913364      -6.29193687      -8.78705406              42
  -19.4686317      -6.22802639      -8.04573059              43
  -18.4203625      -6.93390322      -7.90438175              44
  -19.7048988      -6.99559641      -7.08425570              45
  -18.3993073      -6.15007734      -7.15574026              46
  -19.5738449      -6.04632711      -6.12296724              47
  -18.2290020      -7.03315639      -6.25555420              48
  -19.4550095      -7.07737017      -5.35745430              49
  -18.3461552      -6.22436190      -5.25344563              50
  -19.6107903      -6.01167107      -4.46219063              51
  -18.4556980      -7.10422516      -4.31121922              52
  -19.7119865      -7.00462437      -3.41350961              53
  -18.2747040      -6.22564745      -3.45707035              54
  -19.6332054      -6.23902464      -2.69148707              55
  -18.2451229      -7.07205105      -2.65739322              56
  -19.4657536      -7.07690620      -1.76064348              57
  -18.2499313      -6.27234745      -1.75134039              58
  -19.7286816      -6.19039822     -0.824082494              59
  -18.4750919      -6.96505451     -0.763407469              60
  -19.6451435      -7.06431007      0.242683351              61
  -18.2361221      -6.10450602       6.45745099E-02          62
  -19.5461216      -6.02732325      0.975037813              63
  -18.2573662      -7.05862141       1.05178690              64
  -19.5698814      -6.95473194       2.02675343              65
  -18.3769512      -6.01458931       1.98982203              66
  -19.6182003      -6.05259037       2.90669513              67
  -18.3049622      -6.90385675       2.98632526              68
  -19.4946194      -7.11320543       3.76122761              69
  -18.3612938      -6.26896954       3.72420835              70
  -19.5769844      -6.03703022       4.63201141              71
  -18.2967014      -6.93922138       4.71469259              72
  -19.5097847      -6.98803949       5.62251472              73
  -18.5098972      -6.03419018       5.55749607              74
  -19.6110039      -6.28044176       6.51402712              75
  -18.3689423      -6.99969673       6.50461483              76
  -19.6901340      -6.92501020       7.45976543              77
  -18.2486191      -6.13681507       7.24175930              78
  -19.6148949      -6.00319099       8.16465950              79
  -18.3818188      -7.10528040       8.25439835              80
  -19.4855480      -5.26808262      -8.85974026              81
  -18.2736301      -4.39045286      -8.93654442              82
  -19.4502659      -4.45391893      -7.91085291              83
  -18.3307190      -5.39982176      -8.09973621              84
  -19.5179939      -5.18179941      -7.10424709              85
  -18.3903084      -4.29525185      -6.99583197              86
  -19.6884212      -4.24907398      -6.08732367              87
  -18.2670135      -5.37163544      -6.27547836              88
  -19.5207977      -5.21112871      -5.33584452              89
  -18.4515610      -4.47568178      -5.28335333              90
  -19.4643517      -4.21573639      -4.38304377              91
  -18.4348602      -5.19234943      -4.41478968              92
  -19.5169411      -5.16484070      -3.47326207              93
  -18.4309788      -4.44180965      -3.59660506              94
  -19.6924534      -4.20502949      -2.62678337              95
  -18.2697067      -5.35906363      -2.58055639              96
  -19.5696964      -5.34693575      -1.55149353              97
  -18.4683056      -4.20361900      -1.72284937              98
  -19.6799202      -4.46950865     -0.834176540              99
  -18.3252106      -5.19119787     -0.661568761             100
  -19.5411263      -5.17411804      0.200856194             101
  -18.3255959      -4.48306799      0.179464966             102
  -19.6818981      -4.40436649       1.10995054             103
  -18.4803944      -5.17122889       1.05783713             104
  -19.5838261      -5.22360325       1.89890039             105
  -18.3047276      -4.45708656       1.84850669             106
  -19.6044025      -4.24193239       2.94398046             107
  -18.3485737      -5.17830133       2.79480290             108
  -19.7094002      -5.24143553       3.69322157             109
  -18.3391895      -4.34457493       3.72925425             110
  -19.6723480      -4.38893223       4.61790514             111
  -18.3815651      -5.25723124       4.61634922             112
  -19.6662121      -5.37652111       5.51092291             113
  -18.4394474      -4.29846478       5.60287094             114
  -19.5958195      -4.28141737       6.51623058             115
  -18.2321987      -5.26179075       6.58204889             116
  -19.6535320      -5.26186991       7.35514450             117
  -18.3172188      -4.37945032       7.38169289             118
  -19.4540501      -4.45488167       8.30103016             119
  -18.4124794      -5.23748684       8.25684261             120
  -19.5012283      -3.59551477      -8.91773701             121
  -18.3227310      -2.53615856      -8.72464561             122
  -19.6700153      -2.40897369      -8.02598000             123
  -18.2624321      -3.39179277      -7.96327400             124
  -19.5048695      -3.59337473      -7.15177584             125
  -18.3035393      -2.48765182      -7.06900883             126
  -19.5752735      -2.47448659      -6.00253963             127
  -18.3069210      -3.51614642      -6.07384109             128
  -19.6986465      -3.59872365      -5.25129271             129
  -18.4916496      -2.65107536      -5.12900972             130
  -19.5151024      -2.47599578      -4.36907244             131
  -18.5137234      -3.42456388      -4.34445667             132
  -19.7299442      -3.43679309      -3.48308039             133
  -18.4508781      -2.58426881      -3.41194153             134
  -19.5522842      -2.48720360      -2.53840113             135
  -18.4315376      -3.35522032      -2.58842659             136
  -19.5441704      -3.50694919      -1.79719567             137
  -18.4844856      -2.54371166      -1.56723595             138
  -19.6837940      -2.68341589     -0.878809214             139
  -18.4675426      -3.38287067     -0.810893059             140
  -19.7348194      -3.45665860      0.137148499             141
  -18.3596287      -2.56605268       4.50934432E-02         142
  -19.6642170      -2.44989491       1.10869145             143
  -18.3422928      -3.39565063      0.999352694             144
  -19.7327576      -3.30393505       1.96271837             145
  -18.5151272      -2.44314170       1.80880702             146
  -19.6367340      -2.55310416       2.87285256             147
  -18.2939377      -3.39620018       2.86088085             148
  -19.7393246      -3.56324792       3.89200664             149
  -18.4591427      -2.59460402       3.78423762             150
  -19.5677166      -2.66221976       4.66585875             151
  -18.2294159      -3.49292254       4.75143051             152
  -19.4577236      -3.52229571       5.47545815             153
  -18.3883247      -2.45608521       5.66937447             154
  -19.6766243      -2.47181439       6.50845718             155
  -18.3800697      -3.52091384       6.49965096             156
  -19.7150288      -3.53713131       7.23410320             157
  -18.3515320      -2.69817591       7.25279284             158
  -19.5701923      -2.57042718       8.12475204             159
  -18.3094006      -3.48740697       8.35086250             160
  -19.7129097      -1.50799608      -8.99110985             161
  -18.4915199     -0.751726270      -8.76916885             162
  -19.4697914     -0.824953079      -7.99210215             163
  -18.2848911      -1.65001345      -7.87522411             164
  -19.5484295      -1.59550023      -6.97296906             165
  -18.5047150     -0.830828130      -7.13350010             166
  -19.5812187     -0.704213142      -6.11501646             167
  -18.4041843      -1.73255968      -6.22989225             168
  -19.5540962      -1.75022173      -5.17676878             169
  -18.4676971     -0.885708153      -5.20140219             170
  -19.7125168     -0.615252554      -4.35474586             171
  -18.3293114      -1.52579248      -4.49461651             172
  -19.5719357      -1.58343840      -3.45102549             173
  -18.4995174     -0.767509937      -3.44424748             174
  -19.5184174     -0.880392790      -2.56716251             175
  -18.2224712      -1.65967751      -2.60128284             176
  -19.6162205      -1.57701778      -1.73839760             177
  -18.4642105     -0.788243771      -1.51808238             178
  -19.4605446     -0.823512435     -0.878899157             179
  -18.4784698      -1.64209867     -0.851974785             180
  -19.5946884      -1.76844454      0.252472758             181
  -18.4050560     -0.772832572       9.81682092E-02         182
  -19.5359364     -0.726966918       1.16156542             183
  -18.2881508      -1.54902065       1.10993755             184
  -19.6332817      -1.51942754       1.98168123             185
  -18.4069996     -0.738148332       1.93652213             186
  -19.6294918     -0.827867568       2.72492647             187
  -18.3891506      -1.65828598       2.78693056             188
  -19.7185097      -1.73508418       3.84060550             189
  -18.3573933     -0.699353635       3.85909271             190
  -19.6768742     -0.686530352       4.57909870             191
  -18.4007778      -1.77569830       4.63792896             192
  -19.6801395      -1.56139421       5.54740286             193
  -18.5146561     -0.820163965       5.59940672             194
  -19.6224422     -0.843952298       6.58904266             195
  -18.4754143      -1.56124330       6.58381367             196
  -19.6986542      -1.61819959       7.21914196             197
  -18.4113770     -0.812259316       7.35289812             198
  -19.5022488     -0.649698138       8.31793308             199
  -18.4167938      -1.55937469       8.28952980             200
  -19.7363987       1.24260671E-02  -8.95400524             201
  -18.2855053      0.918519616      -8.84420872             202
  -19.4712543      0.966154873      -8.03863049             203
  -18.4889278      0.209907249      -7.88806105             204
  -19.6016102       7.85335079E-02  -6.98652887             205
  -18.4021149      0.960193574      -7.13021803             206
  -19.6191711       1.04084969      -6.04164362             207
  -18.2224541      0.133355722      -6.28972673             208
  -19.5928688       9.49158706E-03  -5.17404795             209
  -18.3381481       1.14686751      -5.30112648             210
  -19.6803761       1.06095862      -4.37081432             211
  -18.3945503      0.296197414      -4.20992708             212
  -19.4948406      0.260254264      -3.50651836             213
